/sentences,,,,,,,,
/sentence/@id,/sentence/#id,/sentence/aspectCategories/aspectCategory/@category,/sentence/aspectCategories/aspectCategory/@polarity,/sentence/aspectTerms/aspectTerm/@from,/sentence/aspectTerms/aspectTerm/@polarity,/sentence/aspectTerms/aspectTerm/@term,/sentence/aspectTerms/aspectTerm/@to,/sentence/text
1115,295,,,15,positive,Filet Mignon,27,"Please try the Filet Mignon, its just the most tender piece ever."
3396,296,food,positive,,,,,"Everything we had was pretty good, but we have only been there once."
34,297,anecdotes/miscellaneous,negative,,,,,"We were still sitting at the bar while we drank the sangria, but facing away from the bar when we turned back around, the $2 was gone the people next to us said the bartender took it."
34,297,,,52,neutral,sangria,59,"We were still sitting at the bar while we drank the sangria, but facing away from the bar when we turned back around, the $2 was gone the people next to us said the bartender took it."
34,297,,,29,neutral,bar,32,"We were still sitting at the bar while we drank the sangria, but facing away from the bar when we turned back around, the $2 was gone the people next to us said the bartender took it."
34,297,,,86,neutral,bar,89,"We were still sitting at the bar while we drank the sangria, but facing away from the bar when we turned back around, the $2 was gone the people next to us said the bartender took it."
34,297,,,165,negative,bartender,174,"We were still sitting at the bar while we drank the sangria, but facing away from the bar when we turned back around, the $2 was gone the people next to us said the bartender took it."
798,298,anecdotes/miscellaneous,negative,,,,,Something about them being busy with holiday party's.
395,299,food,positive,,,,,The sake menu should not be overlooked!
395,299,,,4,positive,sake menu,13,The sake menu should not be overlooked!
1838,300,anecdotes/miscellaneous,positive,,,,,I would highly recommend.
176,301,anecdotes/miscellaneous,positive,,,,,This place is great.
3102,302,food,positive,,,,,the drinks are amazing and half off till 8pm.
3102,302,price,positive,,,,,the drinks are amazing and half off till 8pm.
3102,302,,,4,positive,drinks,10,the drinks are amazing and half off till 8pm.
984,303,food,positive,,,,,i've been back to nha trang literally a hundred times for the beef cubes - they're that good.
984,303,,,62,positive,beef cubes,72,i've been back to nha trang literally a hundred times for the beef cubes - they're that good.
2138,304,anecdotes/miscellaneous,positive,,,,,"With so many poor experiences to be had in the theater district, is truly an excellent find!"
1472,305,anecdotes/miscellaneous,negative,,,,,This has got to be one of the most overrated restaurants in Brooklyn.
1969,306,food,positive,,,,,"The service, wine selection, ambiance are all outstanding and deserve recognition."
1969,306,service,positive,,,,,"The service, wine selection, ambiance are all outstanding and deserve recognition."
1969,306,ambience,positive,,,,,"The service, wine selection, ambiance are all outstanding and deserve recognition."
1969,306,,,4,positive,service,11,"The service, wine selection, ambiance are all outstanding and deserve recognition."
1969,306,,,13,positive,wine selection,27,"The service, wine selection, ambiance are all outstanding and deserve recognition."
1969,306,,,29,positive,ambiance,37,"The service, wine selection, ambiance are all outstanding and deserve recognition."
1674,307,anecdotes/miscellaneous,negative,,,,,"Went there last night for 2 year anniversery, and wasn't all that impressed."
1330,308,service,negative,,,,,It was rather pathetic that it took them over an hour to seat us.
763,309,service,conflict,,,,,"We were seated promptly as we had reservations, however after that the service was slow."
763,309,,,34,positive,reservations,46,"We were seated promptly as we had reservations, however after that the service was slow."
763,309,,,71,negative,service,78,"We were seated promptly as we had reservations, however after that the service was slow."
332,310,anecdotes/miscellaneous,neutral,,,,,At first I was slightly skeptical because it was a sushi restaurant in the middle of NYC.
754,311,service,positive,,,,,"It's really also the service, is good and the waiters are friendly."
754,311,,,21,positive,service,28,"It's really also the service, is good and the waiters are friendly."
754,311,,,46,positive,waiters,53,"It's really also the service, is good and the waiters are friendly."
2248,312,anecdotes/miscellaneous,positive,,,,,Suan was a recommendation that I am glad we heeded.
691,313,food,conflict,,,,,"The food was pretty good, but a little flavorless and the portions very small, including dessert."
691,313,,,4,conflict,food,8,"The food was pretty good, but a little flavorless and the portions very small, including dessert."
691,313,,,89,negative,dessert,96,"The food was pretty good, but a little flavorless and the portions very small, including dessert."
691,313,,,58,negative,portions,66,"The food was pretty good, but a little flavorless and the portions very small, including dessert."
3363,314,anecdotes/miscellaneous,neutral,,,,,We visit at least once a month.
999,315,ambience,positive,,,,,"It is set far from the small street it's on, and there is no traffic noise."
999,315,,,61,positive,traffic noise,74,"It is set far from the small street it's on, and there is no traffic noise."
2503,316,ambience,neutral,,,,,"Also, the place is popular with families, so if you're bothered by children running loose like wild animals, come later at night to avoid them."
1310,317,anecdotes/miscellaneous,neutral,,,,,I'll keep this short.
940,318,ambience,positive,,,,,I felt as though I were eating in Paris.
247,319,anecdotes/miscellaneous,neutral,,,,,Lived in Shanghai most of my life and thought the food was comparable to the flagship Green Bo restaurant there.
247,319,food,positive,,,,,Lived in Shanghai most of my life and thought the food was comparable to the flagship Green Bo restaurant there.
247,319,,,50,positive,food,54,Lived in Shanghai most of my life and thought the food was comparable to the flagship Green Bo restaurant there.
2823,320,food,positive,,,,,"I highly recommend Cafe St. Bart's for their food, the ambience and wonderful service."
2823,320,service,positive,,,,,"I highly recommend Cafe St. Bart's for their food, the ambience and wonderful service."
2823,320,ambience,positive,,,,,"I highly recommend Cafe St. Bart's for their food, the ambience and wonderful service."
2823,320,,,45,positive,food,49,"I highly recommend Cafe St. Bart's for their food, the ambience and wonderful service."
2823,320,,,55,positive,ambience,63,"I highly recommend Cafe St. Bart's for their food, the ambience and wonderful service."
2823,320,,,78,positive,service,85,"I highly recommend Cafe St. Bart's for their food, the ambience and wonderful service."
3628,321,anecdotes/miscellaneous,negative,,,,,"However, it's not worth a special trip."
349,322,price,positive,,,,,Nice value.
987,323,anecdotes/miscellaneous,positive,,,,,Gigino's in Wagner Park is so enjoyable.
1611,324,service,positive,,,,,And it was quick which is very important.
2649,325,anecdotes/miscellaneous,positive,,,,,This is a nice restaurant if you are looking for a good place to host an intimate dinner meeting with business associates.
2649,325,,,82,neutral,dinner meeting,96,This is a nice restaurant if you are looking for a good place to host an intimate dinner meeting with business associates.
2396,326,ambience,positive,,,,,All the NYU students love this place so it makes for a fun young atmosphere.
2396,326,,,65,positive,atmosphere,75,All the NYU students love this place so it makes for a fun young atmosphere.
139,327,food,positive,,,,,The food here does a great service to the name (Cantonese that is...).
139,327,,,4,positive,food,8,The food here does a great service to the name (Cantonese that is...).
139,327,,,48,positive,Cantonese,57,The food here does a great service to the name (Cantonese that is...).
841,328,food,neutral,,,,,"But, nothing stands out about the cooking."
841,328,,,34,neutral,cooking,41,"But, nothing stands out about the cooking."
3477,329,ambience,positive,,,,,Joya used to be a cool spot with decent food and a colorful - if not relaxed - atmosphere.
3477,329,food,positive,,,,,Joya used to be a cool spot with decent food and a colorful - if not relaxed - atmosphere.
3477,329,,,40,positive,food,44,Joya used to be a cool spot with decent food and a colorful - if not relaxed - atmosphere.
3477,329,,,79,positive,atmosphere,89,Joya used to be a cool spot with decent food and a colorful - if not relaxed - atmosphere.
442,330,anecdotes/miscellaneous,negative,,,,,"If that's a problem, go to McDonald's and destroy your insides."
90,331,food,positive,,,,,The Prix Fixe menu is worth every penny and you get more than enough (both in quantity AND quality).
90,331,price,positive,,,,,The Prix Fixe menu is worth every penny and you get more than enough (both in quantity AND quality).
90,331,,,4,positive,Prix Fixe menu,18,The Prix Fixe menu is worth every penny and you get more than enough (both in quantity AND quality).
90,331,,,78,positive,quantity,86,The Prix Fixe menu is worth every penny and you get more than enough (both in quantity AND quality).
90,331,,,91,positive,quality,98,The Prix Fixe menu is worth every penny and you get more than enough (both in quantity AND quality).
298,332,anecdotes/miscellaneous,positive,,,,,I've been here 3 times for lunch and it is one of my favorites in the city.
298,332,,,27,neutral,lunch,32,I've been here 3 times for lunch and it is one of my favorites in the city.
1104,333,food,negative,,,,,"I had their eggs benedict for brunch, which were the worst in my entire life, I tried removing the hollondaise sauce completely that was how failed it was."
1104,333,,,12,negative,eggs benedict,25,"I had their eggs benedict for brunch, which were the worst in my entire life, I tried removing the hollondaise sauce completely that was how failed it was."
1104,333,,,99,negative,hollondaise sauce,116,"I had their eggs benedict for brunch, which were the worst in my entire life, I tried removing the hollondaise sauce completely that was how failed it was."
1104,333,,,30,neutral,brunch,36,"I had their eggs benedict for brunch, which were the worst in my entire life, I tried removing the hollondaise sauce completely that was how failed it was."
2563,334,food,positive,,,,,"I work near-by, and they have the BEST oatmeal in the neighborhood- not a packaged or quick-cooked item."
2563,334,,,39,positive,oatmeal,46,"I work near-by, and they have the BEST oatmeal in the neighborhood- not a packaged or quick-cooked item."
1280,335,ambience,conflict,,,,,Always busy but fast moving.
2790,336,food,negative,,,,,Too bad the food wasn't of the same heritage.
2790,336,,,12,negative,food,16,Too bad the food wasn't of the same heritage.
323,337,food,conflict,,,,,"The menu looked good, except for offering the Chilean Sea Bass, but the server does not offer up the specials that were written on the board outside."
323,337,service,negative,,,,,"The menu looked good, except for offering the Chilean Sea Bass, but the server does not offer up the specials that were written on the board outside."
323,337,,,4,positive,menu,8,"The menu looked good, except for offering the Chilean Sea Bass, but the server does not offer up the specials that were written on the board outside."
323,337,,,46,negative,Chilean Sea Bass,62,"The menu looked good, except for offering the Chilean Sea Bass, but the server does not offer up the specials that were written on the board outside."
323,337,,,72,negative,server,78,"The menu looked good, except for offering the Chilean Sea Bass, but the server does not offer up the specials that were written on the board outside."
323,337,,,101,neutral,specials,109,"The menu looked good, except for offering the Chilean Sea Bass, but the server does not offer up the specials that were written on the board outside."
24,338,anecdotes/miscellaneous,positive,,,,,Sexy.
1891,339,food,positive,,,,,"The food was really good, I had the onion soup and it was one of the best ever."
1891,339,,,4,positive,food,8,"The food was really good, I had the onion soup and it was one of the best ever."
1891,339,,,36,positive,onion soup,46,"The food was really good, I had the onion soup and it was one of the best ever."
2417,340,anecdotes/miscellaneous,positive,,,,,"I will have to say, this Bengali Fast Food joint is clearly my favorite."
2980,341,food,negative,,,,,I'm not picky - but it was actually gross.
3451,342,anecdotes/miscellaneous,positive,,,,,"overall, a solid restaurant and at less than $40pp (including wine), a solid deal as well."
3451,342,price,positive,,,,,"overall, a solid restaurant and at less than $40pp (including wine), a solid deal as well."
3451,342,,,62,neutral,wine,66,"overall, a solid restaurant and at less than $40pp (including wine), a solid deal as well."
1551,343,service,positive,,,,,"Since it literally is a complete hole in the wall, it's a bit intimidating at first, but you get over that very quickly as soon as the friendly staff welcomes you - don't hesitate to ask for help with what to get."
1551,343,ambience,negative,,,,,"Since it literally is a complete hole in the wall, it's a bit intimidating at first, but you get over that very quickly as soon as the friendly staff welcomes you - don't hesitate to ask for help with what to get."
1551,343,,,144,positive,staff,149,"Since it literally is a complete hole in the wall, it's a bit intimidating at first, but you get over that very quickly as soon as the friendly staff welcomes you - don't hesitate to ask for help with what to get."
3146,344,food,conflict,,,,,"Based on the reviews for dinner, this is a place I would reconsider revisiting for that, but definitely not for Dim Sum again."
3146,344,,,112,negative,Dim Sum,119,"Based on the reviews for dinner, this is a place I would reconsider revisiting for that, but definitely not for Dim Sum again."
3146,344,,,25,positive,dinner,31,"Based on the reviews for dinner, this is a place I would reconsider revisiting for that, but definitely not for Dim Sum again."
1785,345,food,neutral,,,,,"It costs $2 extra to turn a regular roll into an inside-out roll, but the roll more than triples in size, and that's not just from the rice."
1785,345,price,negative,,,,,"It costs $2 extra to turn a regular roll into an inside-out roll, but the roll more than triples in size, and that's not just from the rice."
1785,345,,,36,negative,roll,40,"It costs $2 extra to turn a regular roll into an inside-out roll, but the roll more than triples in size, and that's not just from the rice."
1785,345,,,60,negative,roll,64,"It costs $2 extra to turn a regular roll into an inside-out roll, but the roll more than triples in size, and that's not just from the rice."
1785,345,,,74,negative,roll,78,"It costs $2 extra to turn a regular roll into an inside-out roll, but the roll more than triples in size, and that's not just from the rice."
1785,345,,,135,neutral,rice,139,"It costs $2 extra to turn a regular roll into an inside-out roll, but the roll more than triples in size, and that's not just from the rice."
1492,346,anecdotes/miscellaneous,positive,,,,,"Even with John's and Joe's around the corner, this place will make a name for itself."
406,347,food,positive,,,,,"It melted in my little mouth and the perfect consistency-not too fishy, creamy, and slightly buttery."
3650,348,service,negative,,,,,"When he finally did, he was unable to make a gin and tonic -- couldn't find tonic."
3650,348,,,45,neutral,gin and tonic,58,"When he finally did, he was unable to make a gin and tonic -- couldn't find tonic."
3650,348,,,76,neutral,tonic,81,"When he finally did, he was unable to make a gin and tonic -- couldn't find tonic."
2985,349,anecdotes/miscellaneous,neutral,,,,,My girlfriend convinced me to go in the other night for a quick bite.
2084,350,food,negative,,,,,"The dim sum is ok but doesn't taste that fresh, and the little dishes don't look steamy hot as they should (also note lack of Chinese here)."
2084,350,,,4,negative,dim sum,11,"The dim sum is ok but doesn't taste that fresh, and the little dishes don't look steamy hot as they should (also note lack of Chinese here)."
2084,350,,,56,negative,little dishes,69,"The dim sum is ok but doesn't taste that fresh, and the little dishes don't look steamy hot as they should (also note lack of Chinese here)."
2536,351,anecdotes/miscellaneous,neutral,,,,,despite the untasteful previous review...
1820,352,anecdotes/miscellaneous,positive,,,,,"Don't judge this place prima facie, you have to try it to believe it, a home away from home for the literate heart."
1826,353,anecdotes/miscellaneous,neutral,,,,,"Sure, everyone's got their favorite, but to know Sal, is to know New York."
96,354,anecdotes/miscellaneous,positive,,,,,I think that it is absolutely brilliant and well runned business operation.
3584,355,price,negative,,,,,Also they were $15 each!
3193,356,service,conflict,,,,,"The service is ok, some of the people didn't get what they asked for."
3193,356,,,4,neutral,service,11,"The service is ok, some of the people didn't get what they asked for."
93,357,anecdotes/miscellaneous,neutral,,,,,"My friends spoke so much about it for months, I finally made the time to come down ear and dine in."
2212,358,food,negative,,,,,If you want good authentic Thai this place is not the place to go.
2212,358,,,27,negative,Thai,31,If you want good authentic Thai this place is not the place to go.
3426,359,anecdotes/miscellaneous,neutral,,,,,I recommend getting a reservation even though we saw people seated without one.
3426,359,,,22,neutral,reservation,33,I recommend getting a reservation even though we saw people seated without one.
1138,360,food,neutral,,,,,The only thing I moderately enjoyed was their Grilled Chicken special with Edamame Puree.
1138,360,,,46,neutral,Grilled Chicken special with Edamame Puree,88,The only thing I moderately enjoyed was their Grilled Chicken special with Edamame Puree.
1461,361,anecdotes/miscellaneous,neutral,,,,,This is as good as neighborhood restaurants come.
128,362,food,positive,,,,,"If you want some roast duck, pork or chicken on rice with ginger, try them out!"
128,362,,,17,positive,roast duck,27,"If you want some roast duck, pork or chicken on rice with ginger, try them out!"
128,362,,,29,positive,pork,33,"If you want some roast duck, pork or chicken on rice with ginger, try them out!"
128,362,,,37,positive,chicken on rice with ginger,64,"If you want some roast duck, pork or chicken on rice with ginger, try them out!"
1008,363,anecdotes/miscellaneous,negative,,,,,"You order from a menu, so you leave feeling like you missed the full experience."
1008,363,,,17,negative,menu,21,"You order from a menu, so you leave feeling like you missed the full experience."
241,364,anecdotes/miscellaneous,positive,,,,,One of the more authentic Shanghainese restaurants in the US definitely the best in Manhattan Chinatown.
1581,365,anecdotes/miscellaneous,positive,,,,,We will go back every time we are in the City.
1815,366,anecdotes/miscellaneous,positive,,,,,we love th pink pony.
1746,367,anecdotes/miscellaneous,neutral,,,,,So eat fast and order a lot.
2124,368,service,positive,,,,,Staff is very accomodating.
2124,368,,,0,positive,Staff,5,Staff is very accomodating.
2919,369,anecdotes/miscellaneous,neutral,,,,,I have to agree with the previous reviewer.
2360,370,anecdotes/miscellaneous,neutral,,,,,--Eat Club is a roving group of NYC gluttons
3082,371,anecdotes/miscellaneous,positive,,,,,"If you were there when it first opened, give this restaurant a second chance."
1950,372,anecdotes/miscellaneous,neutral,,,,,I went to Del Frisco's Friday night with my boyfriend for an 8:00 reservation.
1950,372,,,66,neutral,reservation,77,I went to Del Frisco's Friday night with my boyfriend for an 8:00 reservation.
2803,373,anecdotes/miscellaneous,neutral,,,,,"If you like Sakagura but you feel it's too much, you'd better try Yokocho."
1133,374,anecdotes/miscellaneous,positive,,,,,yourself a favor and have dinner here and see if you dont agree with me.
1133,374,,,26,neutral,dinner,32,yourself a favor and have dinner here and see if you dont agree with me.
3204,375,anecdotes/miscellaneous,positive,,,,,Definitely a great spot for a nice occasion or date.
1728,376,anecdotes/miscellaneous,positive,,,,,You can't go wrong with this place.
2801,377,food,positive,,,,,Very popular style Izakaya (Sake and small portion of sake-friendly dishes ).
2801,377,,,28,positive,Sake,32,Very popular style Izakaya (Sake and small portion of sake-friendly dishes ).
2801,377,,,68,positive,dishes,74,Very popular style Izakaya (Sake and small portion of sake-friendly dishes ).
2801,377,,,43,neutral,portion,50,Very popular style Izakaya (Sake and small portion of sake-friendly dishes ).
2140,378,service,positive,,,,,Hurley's is like Cheers where everyone knows your name and they are ACTUALLY glad you came.
2447,379,ambience,positive,,,,,Not pretentious and very economical.
2447,379,price,positive,,,,,Not pretentious and very economical.
224,380,food,positive,,,,,"The food was terrific and the service classy, attentive, without being overbearing."
224,380,service,positive,,,,,"The food was terrific and the service classy, attentive, without being overbearing."
224,380,,,4,positive,food,8,"The food was terrific and the service classy, attentive, without being overbearing."
224,380,,,30,positive,service,37,"The food was terrific and the service classy, attentive, without being overbearing."
2434,381,food,positive,,,,,This is an amazing place to try some roti rolls.
2434,381,,,37,positive,roti rolls,47,This is an amazing place to try some roti rolls.
459,382,food,positive,,,,,Fresh ingredients and everything is made to order.
459,382,,,6,positive,ingredients,17,Fresh ingredients and everything is made to order.
3042,383,service,positive,,,,,"We have never had any problems with charging the meal or the tip, and the food was delivered quickly, but we live only a few minutes walk from them."
3042,383,,,49,positive,meal,53,"We have never had any problems with charging the meal or the tip, and the food was delivered quickly, but we live only a few minutes walk from them."
3042,383,,,74,positive,food,78,"We have never had any problems with charging the meal or the tip, and the food was delivered quickly, but we live only a few minutes walk from them."
3042,383,,,61,positive,tip,64,"We have never had any problems with charging the meal or the tip, and the food was delivered quickly, but we live only a few minutes walk from them."
152,384,service,positive,,,,,Quick and friendly service.
152,384,,,19,positive,service,26,Quick and friendly service.
3062,385,anecdotes/miscellaneous,positive,,,,,Authentic bistro!
2426,386,food,conflict,,,,,"They are tasty, but I suggest only eating one with meat because they tend not to mesh that well with the average American digestive system."
2426,386,,,51,neutral,meat,55,"They are tasty, but I suggest only eating one with meat because they tend not to mesh that well with the average American digestive system."
225,387,price,negative,,,,,Somewhat pricey but what the heck.
2424,388,price,negative,,,,,"It's true, this place is not cheap."
494,389,food,positive,,,,,"Try the hot dogs too, they're snappy and delicious."
494,389,,,8,positive,hot dogs,16,"Try the hot dogs too, they're snappy and delicious."
1033,390,service,positive,,,,,Delivery is fast too.
1033,390,,,0,positive,Delivery,8,Delivery is fast too.
496,391,anecdotes/miscellaneous,neutral,,,,,"Being from the south, there aren't any good delis in my area and while watching Foods across America on PBS I found out about Katz's Deli."
2486,392,ambience,negative,,,,,"The noise level was unbearable, conversation impossible."
2486,392,,,4,negative,noise level,15,"The noise level was unbearable, conversation impossible."
2307,393,food,positive,,,,,Personal pans are the perfect size for those hungry nights.
2307,393,,,0,positive,Personal pans,13,Personal pans are the perfect size for those hungry nights.
1646,394,food,positive,,,,,Highly recommended is the Spicy Fried Clam Rolls and Spider Rolls.
1646,394,,,26,positive,Spicy Fried Clam Rolls,48,Highly recommended is the Spicy Fried Clam Rolls and Spider Rolls.
1646,394,,,53,positive,Spider Rolls,65,Highly recommended is the Spicy Fried Clam Rolls and Spider Rolls.
3255,395,anecdotes/miscellaneous,positive,,,,,One of the earlier people commenting on the restaurant did not get the that some experimenting is going on with the menu in a positive way.
3255,395,,,116,positive,menu,120,One of the earlier people commenting on the restaurant did not get the that some experimenting is going on with the menu in a positive way.
2229,396,anecdotes/miscellaneous,positive,,,,,It's convenient.
2615,397,anecdotes/miscellaneous,positive,,,,,Thanks Bloom's for a lovely trip.
318,398,ambience,positive,,,,,The atmosphere is great if your looking for a laid back scene and an inexpensive way to spend a weekend afternoon.
318,398,price,positive,,,,,The atmosphere is great if your looking for a laid back scene and an inexpensive way to spend a weekend afternoon.
318,398,,,4,positive,atmosphere,14,The atmosphere is great if your looking for a laid back scene and an inexpensive way to spend a weekend afternoon.
895,399,anecdotes/miscellaneous,neutral,,,,,"Oh right, I should probably say something nice."
198,400,ambience,neutral,,,,,"Odd for Ave B, not just odd, The place attracts an eclectic crowd to say the least."
198,400,,,33,positive,place,38,"Odd for Ave B, not just odd, The place attracts an eclectic crowd to say the least."
2864,401,anecdotes/miscellaneous,negative,,,,,"When we stumbled on Leon, we thought that we had found quite the gem BUT, we were certainly wrong."
1269,402,anecdotes/miscellaneous,negative,,,,,Instead of wasting your time here: SUPPORT RESTAURANTS THAT CARE ABOUT FOOD.
1269,402,,,71,neutral,FOOD,75,Instead of wasting your time here: SUPPORT RESTAURANTS THAT CARE ABOUT FOOD.
95,403,anecdotes/miscellaneous,neutral,,,,,this is can became on e of the NY Italian Food fare institutions.
2062,404,food,positive,,,,,just got back from lunch at Tamarind and it was excellent.
2062,404,,,19,positive,lunch,24,just got back from lunch at Tamarind and it was excellent.
3557,405,food,positive,,,,,"head and shoulders above its neighboors on east 6 st, taj mahal is also very comparable, in food quality, to the much overpraised (and underdeserving) baluchi's."
3557,405,,,92,positive,food quality,104,"head and shoulders above its neighboors on east 6 st, taj mahal is also very comparable, in food quality, to the much overpraised (and underdeserving) baluchi's."
38,406,service,negative,,,,,"The man that was hosting promised to save a table for our party of 7, then sat a party of 2 at the very table he was saving (mean while there were boths open all around)."
38,406,,,4,negative,man,7,"The man that was hosting promised to save a table for our party of 7, then sat a party of 2 at the very table he was saving (mean while there were boths open all around)."
38,406,,,44,neutral,table,49,"The man that was hosting promised to save a table for our party of 7, then sat a party of 2 at the very table he was saving (mean while there were boths open all around)."
38,406,,,104,negative,table,109,"The man that was hosting promised to save a table for our party of 7, then sat a party of 2 at the very table he was saving (mean while there were boths open all around)."
1957,407,food,positive,,,,,Try the cheesecake!
1957,407,,,8,positive,cheesecake,18,Try the cheesecake!
1542,408,service,negative,,,,,As we were sitting eating the subpar food the manager proceeded to berate a couple of his employees for putting out the wrong containers for condiments and explained to them how expensive these containers were.
1542,408,food,negative,,,,,As we were sitting eating the subpar food the manager proceeded to berate a couple of his employees for putting out the wrong containers for condiments and explained to them how expensive these containers were.
1542,408,,,37,negative,food,41,As we were sitting eating the subpar food the manager proceeded to berate a couple of his employees for putting out the wrong containers for condiments and explained to them how expensive these containers were.
1542,408,,,90,negative,employees,99,As we were sitting eating the subpar food the manager proceeded to berate a couple of his employees for putting out the wrong containers for condiments and explained to them how expensive these containers were.
1542,408,,,126,negative,containers for condiments,151,As we were sitting eating the subpar food the manager proceeded to berate a couple of his employees for putting out the wrong containers for condiments and explained to them how expensive these containers were.
1542,408,,,194,neutral,containers,204,As we were sitting eating the subpar food the manager proceeded to berate a couple of his employees for putting out the wrong containers for condiments and explained to them how expensive these containers were.
1542,408,,,46,negative,manager,53,As we were sitting eating the subpar food the manager proceeded to berate a couple of his employees for putting out the wrong containers for condiments and explained to them how expensive these containers were.
55,409,anecdotes/miscellaneous,neutral,,,,,"David, Daytona Beach, FL"
168,410,anecdotes/miscellaneous,neutral,,,,,Perhaps.
2328,411,food,positive,,,,,Great Indian food and the service is incredible.
2328,411,service,positive,,,,,Great Indian food and the service is incredible.
2328,411,,,6,positive,Indian food,17,Great Indian food and the service is incredible.
2328,411,,,26,positive,service,33,Great Indian food and the service is incredible.
3644,412,anecdotes/miscellaneous,positive,,,,,Go here.
1214,413,anecdotes/miscellaneous,positive,,,,,If you are in the area try The Bagel Shoppe on 74th street which is 3 blocks away on 2nd Ave.
1825,414,anecdotes/miscellaneous,positive,,,,,Rosario's is without a doubt one of the greatest pizzerias in existence.
504,415,food,positive,,,,,"Decor is nice and minimalist, food simple yet very well presented and cooked, and the wine list matches the food very well."
504,415,ambience,positive,,,,,"Decor is nice and minimalist, food simple yet very well presented and cooked, and the wine list matches the food very well."
504,415,,,0,positive,Decor,5,"Decor is nice and minimalist, food simple yet very well presented and cooked, and the wine list matches the food very well."
504,415,,,30,positive,food,34,"Decor is nice and minimalist, food simple yet very well presented and cooked, and the wine list matches the food very well."
504,415,,,86,positive,wine list,95,"Decor is nice and minimalist, food simple yet very well presented and cooked, and the wine list matches the food very well."
504,415,,,108,neutral,food,112,"Decor is nice and minimalist, food simple yet very well presented and cooked, and the wine list matches the food very well."
1853,416,food,conflict,,,,,"I had the salmon dish and while it was fine, for the price paid, I expected it to have some type of flavor."
1853,416,,,10,conflict,salmon dish,21,"I had the salmon dish and while it was fine, for the price paid, I expected it to have some type of flavor."
1853,416,,,100,negative,flavor,106,"I had the salmon dish and while it was fine, for the price paid, I expected it to have some type of flavor."
1853,416,,,53,neutral,price,58,"I had the salmon dish and while it was fine, for the price paid, I expected it to have some type of flavor."
1538,417,food,negative,,,,,We ordered a tuna melt - it came with out cheese which just made it a tuna sandwich.
1538,417,,,13,negative,tuna melt,22,We ordered a tuna melt - it came with out cheese which just made it a tuna sandwich.
1538,417,,,42,neutral,cheese,48,We ordered a tuna melt - it came with out cheese which just made it a tuna sandwich.
1538,417,,,70,negative,tuna sandwich,83,We ordered a tuna melt - it came with out cheese which just made it a tuna sandwich.
2482,418,food,positive,,,,,"Especially liked chicken tikka and the naan, and the dals."
2482,418,,,17,positive,chicken tikka,30,"Especially liked chicken tikka and the naan, and the dals."
2482,418,,,39,positive,naan,43,"Especially liked chicken tikka and the naan, and the dals."
2482,418,,,53,positive,dals,57,"Especially liked chicken tikka and the naan, and the dals."
791,419,service,negative,,,,,The waiters were not attentive except that the bill turned up on the table before we were finished.
791,419,,,4,negative,waiters,11,The waiters were not attentive except that the bill turned up on the table before we were finished.
791,419,,,47,negative,bill,51,The waiters were not attentive except that the bill turned up on the table before we were finished.
998,420,ambience,positive,,,,,The restaurant looks out over beautiful green lawns to the Hudson River and the Statue of Liberty.
998,420,,,46,positive,lawns,51,The restaurant looks out over beautiful green lawns to the Hudson River and the Statue of Liberty.
2872,421,service,conflict,,,,,"My wife and I always enjoy the young, not always well trained but nevertheless friendly, staff, all of whom have a story."
2872,421,,,89,conflict,staff,94,"My wife and I always enjoy the young, not always well trained but nevertheless friendly, staff, all of whom have a story."
3281,422,price,negative,,,,,We generally like good restaurants and eat out often but Kai was way to expensive for what we got.
2213,423,anecdotes/miscellaneous,positive,,,,,What a great place.
2607,424,food,positive,,,,,The sangria was pretty tasty and good on a hot muggy day.
2607,424,,,4,positive,sangria,11,The sangria was pretty tasty and good on a hot muggy day.
1272,425,anecdotes/miscellaneous,negative,,,,,Don't eat here unless you're starving for thai food and you work next door.
1272,425,,,42,negative,thai food,51,Don't eat here unless you're starving for thai food and you work next door.
3369,426,anecdotes/miscellaneous,positive,,,,,This tiny Williamsburg spot is always pleasantly surprising.
3578,427,food,negative,,,,,"For the people who want great food plus great service, Roxy is a place to AVOID!"
3578,427,service,negative,,,,,"For the people who want great food plus great service, Roxy is a place to AVOID!"
3578,427,,,30,negative,food,34,"For the people who want great food plus great service, Roxy is a place to AVOID!"
3578,427,,,46,negative,service,53,"For the people who want great food plus great service, Roxy is a place to AVOID!"
572,428,food,positive,,,,,I had the best ravioli ever.
572,428,,,15,positive,ravioli,22,I had the best ravioli ever.
2500,429,food,conflict,,,,,"While the menu isn't especially groundbreaking, everything I've tried so far has been well-executed and tasty."
2500,429,,,10,conflict,menu,14,"While the menu isn't especially groundbreaking, everything I've tried so far has been well-executed and tasty."
45,430,service,positive,,,,,Ive been here a bunch of times now and the service is always outstanding.
45,430,,,43,positive,service,50,Ive been here a bunch of times now and the service is always outstanding.
2445,431,price,neutral,,,,,The bill is approximately $25 for 2 at lunch without drinks.
2445,431,,,4,neutral,bill,8,The bill is approximately $25 for 2 at lunch without drinks.
2445,431,,,39,neutral,lunch,44,The bill is approximately $25 for 2 at lunch without drinks.
2445,431,,,53,neutral,drinks,59,The bill is approximately $25 for 2 at lunch without drinks.
3217,432,food,negative,,,,,"Quite frankly, this is some of the worst sushi I have ever tried."
3217,432,,,41,negative,sushi,46,"Quite frankly, this is some of the worst sushi I have ever tried."
