/sentences,,,,,,,,
/sentence/@id,/sentence/#id,/sentence/aspectCategories/aspectCategory/@category,/sentence/aspectCategories/aspectCategory/@polarity,/sentence/aspectTerms/aspectTerm/@from,/sentence/aspectTerms/aspectTerm/@polarity,/sentence/aspectTerms/aspectTerm/@term,/sentence/aspectTerms/aspectTerm/@to,/sentence/text
1022,561,service,positive,,,,,"The waitress remembers me and is very friendly, she knows what my regular is and that's the fried mini buns with the condensed milk and the assorted fruits on beancurd."
1022,561,food,positive,,,,,"The waitress remembers me and is very friendly, she knows what my regular is and that's the fried mini buns with the condensed milk and the assorted fruits on beancurd."
1022,561,,,4,positive,waitress,12,"The waitress remembers me and is very friendly, she knows what my regular is and that's the fried mini buns with the condensed milk and the assorted fruits on beancurd."
1022,561,,,92,positive,fried mini buns with the condensed milk and the assorted fruits on beancurd,167,"The waitress remembers me and is very friendly, she knows what my regular is and that's the fried mini buns with the condensed milk and the assorted fruits on beancurd."
751,562,anecdotes/miscellaneous,positive,,,,,I'm going back.
1711,563,price,negative,,,,,Diner food at bistro prices is a bummer....
1711,563,,,6,negative,food,10,Diner food at bistro prices is a bummer....
1711,563,,,21,negative,prices,27,Diner food at bistro prices is a bummer....
2179,564,anecdotes/miscellaneous,neutral,,,,,My friends and I have been going here regularly for two years.
1131,565,anecdotes/miscellaneous,positive,,,,,"wow! how have i missed this one ,tried Long Tan last week for the first time and now know what the NY TIMES and many more in the neighborhood already knew."
2723,566,anecdotes/miscellaneous,positive,,,,,"Go there on an empty stomach and leave feeling like a baby Veal Calf(ok bad joke), but you will see."
2012,567,ambience,negative,,,,,"While we thoroughly enjoyed the food, it was annoying to scream across the table for conversation."
2012,567,food,positive,,,,,"While we thoroughly enjoyed the food, it was annoying to scream across the table for conversation."
2012,567,,,32,positive,food,36,"While we thoroughly enjoyed the food, it was annoying to scream across the table for conversation."
1684,568,anecdotes/miscellaneous,positive,,,,,Me and my girls will definitely go back.
3024,569,food,conflict,,,,,"The first time the sushi was outstanding, the second time it was a little bland."
3024,569,,,19,conflict,sushi,24,"The first time the sushi was outstanding, the second time it was a little bland."
1622,570,food,positive,,,,,The portions are large and the servers always surprise us with a different starter.
1622,570,service,positive,,,,,The portions are large and the servers always surprise us with a different starter.
1622,570,,,4,positive,portions,12,The portions are large and the servers always surprise us with a different starter.
1622,570,,,31,positive,servers,38,The portions are large and the servers always surprise us with a different starter.
1622,570,,,75,positive,starter,82,The portions are large and the servers always surprise us with a different starter.
1059,571,food,positive,,,,,"delicious bagels, especially when right out of the oven."
1059,571,,,10,positive,bagels,16,"delicious bagels, especially when right out of the oven."
2347,572,anecdotes/miscellaneous,neutral,,,,,Ive passed by the spot tons of times always wanting to go in.
3067,573,food,positive,,,,,All the food was hot tasty.
3067,573,,,8,positive,food,12,All the food was hot tasty.
530,574,anecdotes/miscellaneous,positive,,,,,Have been several times and it never dissapoints.
447,575,food,conflict,,,,,This is one great place to eat pizza more out but not a good place for take-out pizza.
447,575,,,31,positive,pizza,36,This is one great place to eat pizza more out but not a good place for take-out pizza.
447,575,,,71,negative,take-out pizza,85,This is one great place to eat pizza more out but not a good place for take-out pizza.
1592,576,service,positive,,,,,Our server was very helpful and friendly.
1592,576,,,4,positive,server,10,Our server was very helpful and friendly.
3191,577,food,positive,,,,,Try green curry with vegetables.
3191,577,,,4,positive,green curry with vegetables,31,Try green curry with vegetables.
3433,578,anecdotes/miscellaneous,positive,,,,,Would recommend this place as a good date spot if you don't want to drop a ton of cash.
3433,578,price,positive,,,,,Would recommend this place as a good date spot if you don't want to drop a ton of cash.
2134,579,service,positive,,,,,While I'm not sure that this happens all the time-this is the kind of treatment that buys repeat business!
2947,580,anecdotes/miscellaneous,negative,,,,,This place was not ALL THAT!
2770,581,ambience,negative,,,,,"First of all, this place is *not* romantic, as claimed by Citysearch's editorial review."
2770,581,,,19,negative,place,24,"First of all, this place is *not* romantic, as claimed by Citysearch's editorial review."
1989,582,ambience,positive,,,,,"The second you walk through the heavy vault like door, with people anticipating your arrival you get the sense that you are going to have the dining ride of a lifetime."
1989,582,service,positive,,,,,"The second you walk through the heavy vault like door, with people anticipating your arrival you get the sense that you are going to have the dining ride of a lifetime."
1989,582,,,49,neutral,door,53,"The second you walk through the heavy vault like door, with people anticipating your arrival you get the sense that you are going to have the dining ride of a lifetime."
445,583,price,positive,,,,,Much more reasonably priced too!
445,583,,,21,positive,priced,27,Much more reasonably priced too!
653,584,anecdotes/miscellaneous,neutral,,,,,"If you venture off the island of Manhattan and can't seem to find a great Italian restaurant, drive to Corona."
3278,585,food,negative,,,,,"The food was not very tasty, the portioins were tiny even for such a high quality restaurant."
3278,585,,,4,negative,food,8,"The food was not very tasty, the portioins were tiny even for such a high quality restaurant."
3278,585,,,33,negative,portioins,42,"The food was not very tasty, the portioins were tiny even for such a high quality restaurant."
2789,586,anecdotes/miscellaneous,positive,,,,,My friend from Milan and myself were pleasantly surprised when we arrived and everyone spoke italian.
440,587,anecdotes/miscellaneous,neutral,,,,,Others have to go to other restaurants and feel sad until they're eaten.
1331,588,service,negative,,,,,Why make a reservation if you aren't going to keep it?
1331,588,,,11,negative,reservation,22,Why make a reservation if you aren't going to keep it?
2497,589,food,positive,,,,,"The Pad Thai is excellent here, as well."
2497,589,,,4,positive,Pad Thai,12,"The Pad Thai is excellent here, as well."
2705,590,ambience,negative,,,,,Big and gawky on the outside.
3105,591,anecdotes/miscellaneous,positive,,,,,I have been to Mary's many times and I like it.
1495,592,anecdotes/miscellaneous,negative,,,,,"Searching to get out from the cold, freezing weather, we went into what we thought was a deli."
3039,593,food,negative,,,,,I do not recommend lunch specials just because it tasts the same with other regular chinese restaurant.
3039,593,,,19,negative,lunch specials,33,I do not recommend lunch specials just because it tasts the same with other regular chinese restaurant.
75,594,anecdotes/miscellaneous,positive,,,,,HIGHLY RECOMMENDED!!!!!
2446,595,anecdotes/miscellaneous,positive,,,,,This is the best thing in Soho.
3429,596,anecdotes/miscellaneous,positive,,,,,Went here last night and had a pleasant experience.
3637,597,anecdotes/miscellaneous,positive,,,,,"We parked on the block of Nina's the place looked nice, with people obviously enjoying their pizzas."
3637,597,food,positive,,,,,"We parked on the block of Nina's the place looked nice, with people obviously enjoying their pizzas."
3637,597,,,37,positive,place,42,"We parked on the block of Nina's the place looked nice, with people obviously enjoying their pizzas."
3637,597,,,93,positive,pizzas,99,"We parked on the block of Nina's the place looked nice, with people obviously enjoying their pizzas."
861,598,anecdotes/miscellaneous,neutral,,,,,I came here with my boyfriend for our anniversary because it was highly recommended to him by a friend.
2000,599,price,negative,,,,,"For $760 for 2 people, it's a once in a lifetime experience."
1316,600,food,neutral,,,,,"The food is o.k., but not any better than what you get at a good neighborhood restaurant."
1316,600,,,4,neutral,food,8,"The food is o.k., but not any better than what you get at a good neighborhood restaurant."
2450,601,food,positive,,,,,We had the pot-stickers which were great and a tempura dish that was great.
2450,601,,,11,positive,pot-stickers,23,We had the pot-stickers which were great and a tempura dish that was great.
2450,601,,,47,positive,tempura dish,59,We had the pot-stickers which were great and a tempura dish that was great.
1577,602,service,positive,,,,,I think the stuff was better than Disney.
1577,602,,,12,positive,stuff,17,I think the stuff was better than Disney.
3538,603,anecdotes/miscellaneous,neutral,,,,,"After reading the good reviews of this restaurant, I decided to give it a try with two friends."
2901,604,anecdotes/miscellaneous,negative,,,,,"While the $20 entree range is not overly expensive, in New York City, there is definitely better food in that range, and so Sapphire, despite it's lovely atmosphere, will most likely not be a restaurant to which I will return."
2901,604,ambience,positive,,,,,"While the $20 entree range is not overly expensive, in New York City, there is definitely better food in that range, and so Sapphire, despite it's lovely atmosphere, will most likely not be a restaurant to which I will return."
2901,604,price,positive,,,,,"While the $20 entree range is not overly expensive, in New York City, there is definitely better food in that range, and so Sapphire, despite it's lovely atmosphere, will most likely not be a restaurant to which I will return."
2901,604,food,negative,,,,,"While the $20 entree range is not overly expensive, in New York City, there is definitely better food in that range, and so Sapphire, despite it's lovely atmosphere, will most likely not be a restaurant to which I will return."
2901,604,,,97,negative,food,101,"While the $20 entree range is not overly expensive, in New York City, there is definitely better food in that range, and so Sapphire, despite it's lovely atmosphere, will most likely not be a restaurant to which I will return."
2901,604,,,154,positive,atmosphere,164,"While the $20 entree range is not overly expensive, in New York City, there is definitely better food in that range, and so Sapphire, despite it's lovely atmosphere, will most likely not be a restaurant to which I will return."
2901,604,,,14,positive,entree range,26,"While the $20 entree range is not overly expensive, in New York City, there is definitely better food in that range, and so Sapphire, despite it's lovely atmosphere, will most likely not be a restaurant to which I will return."
908,605,food,positive,,,,,"Orsay, is without a doubt one of the best values for authentic French food in NYC."
908,605,,,63,positive,French food,74,"Orsay, is without a doubt one of the best values for authentic French food in NYC."
1790,606,service,negative,,,,,I had been searching really hard for a restaurant in New York where I could really feel unwanted and ignored and I finally found it!
150,607,anecdotes/miscellaneous,negative,,,,,It's definately not a place to go if you want to impress someone.
2523,608,food,negative,,,,,"Well, their deliveries take for ever and the food is usually cold."
2523,608,service,negative,,,,,"Well, their deliveries take for ever and the food is usually cold."
2523,608,,,12,negative,deliveries,22,"Well, their deliveries take for ever and the food is usually cold."
2523,608,,,45,negative,food,49,"Well, their deliveries take for ever and the food is usually cold."
2170,609,service,positive,,,,,The staff is no nonsense.
2170,609,,,4,positive,staff,9,The staff is no nonsense.
1012,610,food,positive,,,,,Chinese Desserts are known for healthful benefits in addition to the sweetness.
1626,611,anecdotes/miscellaneous,positive,,,,,Wonderful at holiday time.
1579,612,food,positive,,,,,And really large portions.
1579,612,,,17,positive,portions,25,And really large portions.
1567,613,anecdotes/miscellaneous,positive,,,,,The place is a lot of fun.
3515,614,anecdotes/miscellaneous,positive,,,,,This is a great Thai restaurant with a very friendly staff.
3515,614,service,positive,,,,,This is a great Thai restaurant with a very friendly staff.
3515,614,,,53,positive,staff,58,This is a great Thai restaurant with a very friendly staff.
1698,615,anecdotes/miscellaneous,positive,,,,,"Have eaten at Ginger House several times, and it's always good."
1873,616,food,negative,,,,,I ordered the smoked salmon and roe appetizer and it was off flavor.
1873,616,,,14,negative,smoked salmon and roe appetizer,45,I ordered the smoked salmon and roe appetizer and it was off flavor.
2592,617,food,positive,,,,,"We went here for lunch a couple of weeks ago on a Saturday, and I was thoroughly impressed with the food."
2592,617,,,17,neutral,lunch,22,"We went here for lunch a couple of weeks ago on a Saturday, and I was thoroughly impressed with the food."
2592,617,,,100,positive,food,104,"We went here for lunch a couple of weeks ago on a Saturday, and I was thoroughly impressed with the food."
3081,618,food,positive,,,,,"I recommend the garlic shrimp, okra (bindi), and anything with lamb."
3081,618,,,16,positive,garlic shrimp,29,"I recommend the garlic shrimp, okra (bindi), and anything with lamb."
3081,618,,,63,positive,lamb,67,"I recommend the garlic shrimp, okra (bindi), and anything with lamb."
3081,618,,,31,positive,okra (bindi),43,"I recommend the garlic shrimp, okra (bindi), and anything with lamb."
2806,619,anecdotes/miscellaneous,positive,,,,,"As a Japanese native, I've lived in the Tristate area for over 8 years, but I was just so amazed at this place."
3142,620,anecdotes/miscellaneous,positive,,,,,"To give you an idea of how good we thought it was, we ended up going to Ping's three weekends in a row!!!"
3575,621,anecdotes/miscellaneous,neutral,,,,,"As we were leaving, the couple standing by the door said to another waiter, we're not in a hurry."
3575,621,,,68,neutral,waiter,74,"As we were leaving, the couple standing by the door said to another waiter, we're not in a hurry."
1884,622,food,positive,,,,,"The menu was impressive with selections ranging from a burger, to steak, to escargot."
1884,622,,,4,positive,menu,8,"The menu was impressive with selections ranging from a burger, to steak, to escargot."
1884,622,,,55,neutral,burger,61,"The menu was impressive with selections ranging from a burger, to steak, to escargot."
1884,622,,,66,neutral,steak,71,"The menu was impressive with selections ranging from a burger, to steak, to escargot."
1884,622,,,76,neutral,escargot,84,"The menu was impressive with selections ranging from a burger, to steak, to escargot."
3381,623,food,positive,,,,,"In fact, two people could really share one plate."
3381,623,,,43,positive,plate,48,"In fact, two people could really share one plate."
2507,624,food,positive,,,,,The food is great and authentic.
2507,624,,,4,positive,food,8,The food is great and authentic.
745,625,anecdotes/miscellaneous,positive,,,,,This was a repeat visit and we'll definitely be back again.
3100,626,anecdotes/miscellaneous,neutral,,,,,during happy hour!
2802,627,anecdotes/miscellaneous,positive,,,,,Good for casual dinner with jeans and sneakers.
2802,627,,,9,positive,casual dinner,22,Good for casual dinner with jeans and sneakers.
1769,628,anecdotes/miscellaneous,positive,,,,,Love YUKA.
201,629,food,positive,,,,,"Anyway, the food is good, the price is right and they have a decent wine list."
201,629,price,positive,,,,,"Anyway, the food is good, the price is right and they have a decent wine list."
201,629,,,12,positive,food,16,"Anyway, the food is good, the price is right and they have a decent wine list."
201,629,,,30,positive,price,35,"Anyway, the food is good, the price is right and they have a decent wine list."
201,629,,,68,positive,wine list,77,"Anyway, the food is good, the price is right and they have a decent wine list."
1180,630,anecdotes/miscellaneous,positive,,,,,"Go, go, hurry, before everyone finds out about it."
2335,631,food,positive,,,,,Prices are higher to dine in and their chicken tikka marsala is quite good.
2335,631,price,negative,,,,,Prices are higher to dine in and their chicken tikka marsala is quite good.
2335,631,,,0,negative,Prices,6,Prices are higher to dine in and their chicken tikka marsala is quite good.
2335,631,,,39,positive,chicken tikka marsala,60,Prices are higher to dine in and their chicken tikka marsala is quite good.
1593,632,anecdotes/miscellaneous,positive,,,,,I am bringing my whole family back next time.
3631,633,food,positive,,,,,This place has many different styles of pizza and they are all amazing.
3631,633,,,30,positive,styles of pizza,45,This place has many different styles of pizza and they are all amazing.
901,634,ambience,negative,,,,,The photos of the restaurant in its web site are way better than the real look.
901,634,,,74,negative,look,78,The photos of the restaurant in its web site are way better than the real look.
3049,635,food,negative,,,,,The food was lousy - too sweet or too salty and the portions tiny.
3049,635,,,4,negative,food,8,The food was lousy - too sweet or too salty and the portions tiny.
3049,635,,,52,negative,portions,60,The food was lousy - too sweet or too salty and the portions tiny.
1242,636,food,positive,,,,,But the coconut rice was good.
1242,636,,,8,positive,coconut rice,20,But the coconut rice was good.
932,637,service,negative,,,,,It took them 25 minutes to bring our appetizer.
932,637,,,37,neutral,appetizer,46,It took them 25 minutes to bring our appetizer.
2769,638,anecdotes/miscellaneous,positive,,,,,A guaranteeed delight!
1105,639,anecdotes/miscellaneous,neutral,,,,,I have been coming to this neighborhood spot for years.
2609,640,anecdotes/miscellaneous,positive,,,,,Overall I would recommend it and go back again.
776,641,food,positive,,,,,The food was great.
776,641,,,4,positive,food,8,The food was great.
272,642,food,positive,,,,,Pair you food with the excellent beers on tap or their well priced wine list.
272,642,price,positive,,,,,Pair you food with the excellent beers on tap or their well priced wine list.
272,642,,,9,neutral,food,13,Pair you food with the excellent beers on tap or their well priced wine list.
272,642,,,33,positive,beers on tap,45,Pair you food with the excellent beers on tap or their well priced wine list.
272,642,,,67,positive,wine list,76,Pair you food with the excellent beers on tap or their well priced wine list.
272,642,,,60,positive,priced,66,Pair you food with the excellent beers on tap or their well priced wine list.
1152,643,ambience,negative,,,,,If you like your music blasted and the system isnt that great and if you want to pay at least 100 dollar bottle minimun then you'll love it here.
1152,643,price,negative,,,,,If you like your music blasted and the system isnt that great and if you want to pay at least 100 dollar bottle minimun then you'll love it here.
1152,643,,,17,negative,music,22,If you like your music blasted and the system isnt that great and if you want to pay at least 100 dollar bottle minimun then you'll love it here.
1152,643,,,105,negative,bottle minimun,119,If you like your music blasted and the system isnt that great and if you want to pay at least 100 dollar bottle minimun then you'll love it here.
2894,644,food,positive,,,,,All of my co-workers stated that the food was amazing and wondered why they hadn't heard about this place.
2894,644,,,37,positive,food,41,All of my co-workers stated that the food was amazing and wondered why they hadn't heard about this place.
2591,645,anecdotes/miscellaneous,negative,,,,,"Anyway, this is the last time I cross the williamsburg."
833,646,ambience,positive,,,,,Metrazur has a beautiful spot overlooking the main terminal.
833,646,,,25,positive,spot,29,Metrazur has a beautiful spot overlooking the main terminal.
461,647,service,positive,,,,,Friendly staff that actually lets you enjoy your meal and the company you're with.
461,647,,,9,positive,staff,14,Friendly staff that actually lets you enjoy your meal and the company you're with.
461,647,,,49,positive,meal,53,Friendly staff that actually lets you enjoy your meal and the company you're with.
2830,648,anecdotes/miscellaneous,neutral,,,,,"When I'm feeling stressed by the noise and congestion around my office, I head for Cafe St. Bart's."
1356,649,anecdotes/miscellaneous,neutral,,,,,Guess the 555Soul ads didn't launch her big modeling career.
539,650,service,positive,,,,,The restaurant is rather small but we were lucky to get a table quickly.
539,650,ambience,negative,,,,,The restaurant is rather small but we were lucky to get a table quickly.
539,650,,,58,positive,table,63,The restaurant is rather small but we were lucky to get a table quickly.
836,651,anecdotes/miscellaneous,neutral,,,,,"Besides, we were on vacation!"
2533,652,ambience,positive,,,,,I love this cozy around the way Rest.
1435,653,food,positive,,,,,"Quality of food is excellent and price is cheap, stick to pork, fish, chicken, lamb and vegetables."
1435,653,price,positive,,,,,"Quality of food is excellent and price is cheap, stick to pork, fish, chicken, lamb and vegetables."
1435,653,,,0,positive,Quality of food,15,"Quality of food is excellent and price is cheap, stick to pork, fish, chicken, lamb and vegetables."
1435,653,,,33,positive,price,38,"Quality of food is excellent and price is cheap, stick to pork, fish, chicken, lamb and vegetables."
1435,653,,,58,positive,pork,62,"Quality of food is excellent and price is cheap, stick to pork, fish, chicken, lamb and vegetables."
1435,653,,,64,positive,fish,68,"Quality of food is excellent and price is cheap, stick to pork, fish, chicken, lamb and vegetables."
1435,653,,,70,positive,chicken,77,"Quality of food is excellent and price is cheap, stick to pork, fish, chicken, lamb and vegetables."
1435,653,,,79,positive,lamb,83,"Quality of food is excellent and price is cheap, stick to pork, fish, chicken, lamb and vegetables."
1435,653,,,88,positive,vegetables,98,"Quality of food is excellent and price is cheap, stick to pork, fish, chicken, lamb and vegetables."
3208,654,anecdotes/miscellaneous,positive,,,,,Don't leave without trying One Night in Tokyo.
3126,655,anecdotes/miscellaneous,negative,,,,,Save yourself the time and trouble and skip this one!
1455,656,anecdotes/miscellaneous,positive,,,,,This is my favorite Italian restaurant in all of New York City.
2225,657,ambience,negative,,,,,"The place is a little tight and on a cold day, the seating by the entranceway can be pretty drafty."
2225,657,,,51,negative,seating,58,"The place is a little tight and on a cold day, the seating by the entranceway can be pretty drafty."
2225,657,,,4,negative,place,9,"The place is a little tight and on a cold day, the seating by the entranceway can be pretty drafty."
1056,658,food,positive,,,,,The appetizing is excellent - just as good as Zabars Barney Greengrass at a reasonable price (if bought by the pound).
1056,658,price,positive,,,,,The appetizing is excellent - just as good as Zabars Barney Greengrass at a reasonable price (if bought by the pound).
1056,658,,,4,positive,appetizing,14,The appetizing is excellent - just as good as Zabars Barney Greengrass at a reasonable price (if bought by the pound).
1056,658,,,87,positive,price,92,The appetizing is excellent - just as good as Zabars Barney Greengrass at a reasonable price (if bought by the pound).
3582,659,food,negative,,,,,"But, they were too big for the bun."
3582,659,,,31,neutral,bun,34,"But, they were too big for the bun."
2708,660,food,positive,,,,,"The food is fresh, delicious, and reasonably priced."
2708,660,price,positive,,,,,"The food is fresh, delicious, and reasonably priced."
2708,660,,,4,positive,food,8,"The food is fresh, delicious, and reasonably priced."
2708,660,,,45,positive,priced,51,"The food is fresh, delicious, and reasonably priced."
275,661,food,positive,,,,,Raga stands out with an interesting fusion of French and Indian cooking.
275,661,,,36,positive,fusion of French and Indian cooking,71,Raga stands out with an interesting fusion of French and Indian cooking.
2105,662,food,negative,,,,,"A few tips: skip the turnip cake, roast pork buns and egg custards."
2105,662,,,21,negative,turnip cake,32,"A few tips: skip the turnip cake, roast pork buns and egg custards."
2105,662,,,34,negative,roast pork buns,49,"A few tips: skip the turnip cake, roast pork buns and egg custards."
2105,662,,,54,negative,egg custards,66,"A few tips: skip the turnip cake, roast pork buns and egg custards."
2152,663,food,positive,,,,,The bagels are fabulous.
2152,663,,,4,positive,bagels,10,The bagels are fabulous.
191,664,service,negative,,,,,"Oh yes, and they lie on the phone, claiming they have seating in the garden, then of course the seats are not available."
191,664,,,54,neutral,seating in the garden,75,"Oh yes, and they lie on the phone, claiming they have seating in the garden, then of course the seats are not available."
191,664,,,96,neutral,seats,101,"Oh yes, and they lie on the phone, claiming they have seating in the garden, then of course the seats are not available."
3319,665,service,positive,,,,,Although they do the typical what kind of water would you like questions the service was good and overall very relaxing to place to eat.
3319,665,ambience,positive,,,,,Although they do the typical what kind of water would you like questions the service was good and overall very relaxing to place to eat.
3319,665,,,77,positive,service,84,Although they do the typical what kind of water would you like questions the service was good and overall very relaxing to place to eat.
3319,665,,,123,positive,place,128,Although they do the typical what kind of water would you like questions the service was good and overall very relaxing to place to eat.
3319,665,,,42,neutral,water,47,Although they do the typical what kind of water would you like questions the service was good and overall very relaxing to place to eat.
3681,666,food,positive,,,,,"The food was very good, a great deal, and the place its self was great."
3681,666,ambience,positive,,,,,"The food was very good, a great deal, and the place its self was great."
3681,666,price,positive,,,,,"The food was very good, a great deal, and the place its self was great."
3681,666,,,4,positive,food,8,"The food was very good, a great deal, and the place its self was great."
3681,666,,,46,positive,place,51,"The food was very good, a great deal, and the place its self was great."
2171,667,food,positive,,,,,The food options rule.
2171,667,,,4,positive,food options,16,The food options rule.
3462,668,anecdotes/miscellaneous,positive,,,,,A great choice at any cost and a great deal.
3462,668,price,positive,,,,,A great choice at any cost and a great deal.
3462,668,,,22,positive,cost,26,A great choice at any cost and a great deal.
1087,669,food,negative,,,,,"Anybody who likes this place must be from a different planet, where greasy, dry and tasteless are complimentary."
1865,670,food,neutral,,,,,"We ate here in March, 2006 and ordered the pre-theatre 3-course dinner with wine flight."
1865,670,,,43,neutral,pre-theatre 3-course dinner,70,"We ate here in March, 2006 and ordered the pre-theatre 3-course dinner with wine flight."
1865,670,,,76,neutral,wine flight,87,"We ate here in March, 2006 and ordered the pre-theatre 3-course dinner with wine flight."
1380,671,anecdotes/miscellaneous,positive,,,,,Definately check it out!!!
3421,672,ambience,neutral,,,,,"Probably much busier for lunch, it's seldom crowded for dinner (too close to downtown)."
3421,672,,,25,neutral,lunch,30,"Probably much busier for lunch, it's seldom crowded for dinner (too close to downtown)."
3421,672,,,56,neutral,dinner,62,"Probably much busier for lunch, it's seldom crowded for dinner (too close to downtown)."
1293,673,food,negative,,,,,"Their calzones are horrific, bad, vomit-inducing, YUCK."
1293,673,,,6,negative,calzones,14,"Their calzones are horrific, bad, vomit-inducing, YUCK."
3475,674,service,negative,,,,,It takes forever to get a drink and they almost always forget to bring something (although they dont forget to charge you for it.
3475,674,,,26,neutral,drink,31,It takes forever to get a drink and they almost always forget to bring something (although they dont forget to charge you for it.
818,675,ambience,positive,,,,,The place itself is beautiful the bar scene seems to be happening.
818,675,,,4,positive,place,9,The place itself is beautiful the bar scene seems to be happening.
818,675,,,34,positive,bar scene,43,The place itself is beautiful the bar scene seems to be happening.
2893,676,service,positive,,,,,"Saturday, Nov. 6th I had a group from work come in with about 35 people and the staff was amazing to accomodate us."
2893,676,,,80,positive,staff,85,"Saturday, Nov. 6th I had a group from work come in with about 35 people and the staff was amazing to accomodate us."
3170,677,food,positive,,,,,"Good spreads, great beverage selections and bagels really tasty."
3170,677,,,5,positive,spreads,12,"Good spreads, great beverage selections and bagels really tasty."
3170,677,,,20,positive,beverage selections,39,"Good spreads, great beverage selections and bagels really tasty."
3170,677,,,44,positive,bagels,50,"Good spreads, great beverage selections and bagels really tasty."
2932,678,service,negative,,,,,"First, the waiter who served us neglected to fill us in on the specials, which I would have chosen had I known about them."
2932,678,,,11,negative,waiter,17,"First, the waiter who served us neglected to fill us in on the specials, which I would have chosen had I known about them."
2932,678,,,63,positive,specials,71,"First, the waiter who served us neglected to fill us in on the specials, which I would have chosen had I known about them."
2932,678,,,22,negative,served,28,"First, the waiter who served us neglected to fill us in on the specials, which I would have chosen had I known about them."
2575,679,anecdotes/miscellaneous,positive,,,,,We will be back.
451,680,food,positive,,,,,"Also, top the meal with a delicious and perfect slice of tiramisu."
451,680,,,57,positive,tiramisu,65,"Also, top the meal with a delicious and perfect slice of tiramisu."
451,680,,,14,neutral,meal,18,"Also, top the meal with a delicious and perfect slice of tiramisu."
3700,681,anecdotes/miscellaneous,positive,,,,,It seems like this is a place the locals like and the people working here liked it too.
119,682,ambience,positive,,,,,Check out the secret back room.
119,682,,,14,positive,secret back room,30,Check out the secret back room.
2817,683,ambience,positive,,,,,"It's also attached to Angel's Share, which is a cool, more romantic bar..."
2817,683,,,68,positive,bar,71,"It's also attached to Angel's Share, which is a cool, more romantic bar..."
2517,684,food,positive,,,,,"Authentic food and they have REAL service, not just the rush you get sometimes when they try to push you out the door."
2517,684,service,positive,,,,,"Authentic food and they have REAL service, not just the rush you get sometimes when they try to push you out the door."
2517,684,,,10,positive,food,14,"Authentic food and they have REAL service, not just the rush you get sometimes when they try to push you out the door."
2517,684,,,34,positive,service,41,"Authentic food and they have REAL service, not just the rush you get sometimes when they try to push you out the door."
2883,685,food,positive,,,,,Stick to the gulab jamun.
2883,685,,,13,positive,gulab jamun,24,Stick to the gulab jamun.
556,686,food,positive,,,,,"I am amazed by the poor reviews- I find this place to be standout Italian in an area flooded with Italian- great prices, great atmosphere, good service and a wonderful wine list."
556,686,service,positive,,,,,"I am amazed by the poor reviews- I find this place to be standout Italian in an area flooded with Italian- great prices, great atmosphere, good service and a wonderful wine list."
556,686,ambience,positive,,,,,"I am amazed by the poor reviews- I find this place to be standout Italian in an area flooded with Italian- great prices, great atmosphere, good service and a wonderful wine list."
556,686,price,positive,,,,,"I am amazed by the poor reviews- I find this place to be standout Italian in an area flooded with Italian- great prices, great atmosphere, good service and a wonderful wine list."
556,686,,,113,positive,prices,119,"I am amazed by the poor reviews- I find this place to be standout Italian in an area flooded with Italian- great prices, great atmosphere, good service and a wonderful wine list."
556,686,,,127,positive,atmosphere,137,"I am amazed by the poor reviews- I find this place to be standout Italian in an area flooded with Italian- great prices, great atmosphere, good service and a wonderful wine list."
556,686,,,144,positive,service,151,"I am amazed by the poor reviews- I find this place to be standout Italian in an area flooded with Italian- great prices, great atmosphere, good service and a wonderful wine list."
556,686,,,168,positive,wine list,177,"I am amazed by the poor reviews- I find this place to be standout Italian in an area flooded with Italian- great prices, great atmosphere, good service and a wonderful wine list."
563,687,service,negative,,,,,I was back-to-back with the diner at the table behind me and wait staff had to hoist trays over our heads as they squeezed past us again and again.
563,687,ambience,negative,,,,,I was back-to-back with the diner at the table behind me and wait staff had to hoist trays over our heads as they squeezed past us again and again.
563,687,,,28,neutral,diner,33,I was back-to-back with the diner at the table behind me and wait staff had to hoist trays over our heads as they squeezed past us again and again.
563,687,,,61,negative,wait staff,71,I was back-to-back with the diner at the table behind me and wait staff had to hoist trays over our heads as they squeezed past us again and again.
563,687,,,41,negative,table,46,I was back-to-back with the diner at the table behind me and wait staff had to hoist trays over our heads as they squeezed past us again and again.
924,688,food,positive,,,,,With the theater 2 blocks away we had a delicious meal in a beautiful room.
924,688,ambience,positive,,,,,With the theater 2 blocks away we had a delicious meal in a beautiful room.
924,688,,,50,positive,meal,54,With the theater 2 blocks away we had a delicious meal in a beautiful room.
924,688,,,70,positive,room,74,With the theater 2 blocks away we had a delicious meal in a beautiful room.
3113,689,ambience,negative,,,,,"I was a little leary about Mary's at first - it's small, crowded and you usually have to wait on line - but I'm glad I finally tried it."
3113,689,anecdotes/miscellaneous,positive,,,,,"I was a little leary about Mary's at first - it's small, crowded and you usually have to wait on line - but I'm glad I finally tried it."
2164,690,anecdotes/miscellaneous,positive,,,,,We were not dissappointed in the least bit by this little gem.
3461,691,price,positive,,,,,Also very inexpensive.
3041,692,anecdotes/miscellaneous,neutral,,,,,"We've only eaten in the restaurant once, but we have ordered many times for dinner."
3041,692,,,76,neutral,dinner,82,"We've only eaten in the restaurant once, but we have ordered many times for dinner."
